Rank,Exercise Name,Level,Primary Muscle,CNS,Sets,Reps,Time Goal,Rest,Primary Focus,Stars,Pre-Req,HS Goals,College Goals,Description,Proper Form,Demo,Env.,equipment,sport
710,Recovery: Contrast Bath,Elite,None,Low,3,-,15 min,-,Recovery,⭐⭐⭐⭐⭐,None,Healing,Wellness,Alternate hot and cold water immersion.,"3 mins hot, 1 min cold.",https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
942,Recovery: Cryo (3m),Elite,None,Low,1,-,3 min,-,Recovery,⭐⭐⭐⭐⭐,None,Healing,Wellness,Whole-body cryotherapy session.,Maximizes systemic recovery.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
877,Recovery: Deep Breaths,Beg,None,Low,1,5 min,-,-,Wellness,⭐,None,Calm,Health,4-7-8 breathing technique.,Slows the heart rate post-workout.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Recovery,none,Basketball
944,Recovery: Epsom Bath,Beg,None,Low,1,20 min,-,-,Recovery,⭐,None,Muscle,Health,Hot bath with Epsom salts.,Reduces muscle soreness.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
943,Recovery: Foam (Back),Beg,Back,Low,1,10 min,-,-,Recovery,⭐,None,Release,Wellness,Foam rolling the thoracic spine.,Open up the chest and shoulders.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
640,Recovery: Foam Roll,Beg,None,Low,1,10 min,-,-,Recovery,⭐,None,Loose Muscle,Wellness,"Foam roll quads, hams, and back.",Go slow over sore spots.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
878,Recovery: Foam Roll-2,Int,None,Low,1,15 min,-,-,Recovery,⭐⭐⭐,Drill 640,Release,Wellness,Targeted rolling on the TFL and glutes.,Hold on trigger points for 30s.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
880,Recovery: Graston T.,Elite,None,Low,-,-,-,-,Health,⭐⭐⭐⭐⭐,None,Healing,Wellness,Instrument-assisted soft tissue mob.,Increases blood flow to scar tissue.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
797,Recovery: Hip Flow,Int,Hips/Glutes,Low,1,15 min,-,-,Flexibility,⭐⭐⭐,None,Range,Health,Targeted mobility for the hip capsules.,Move through the full range.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26100s,Recovery,none,Basketball
712,Recovery: Hydration,Beg,None,Low,-,-,Daily,-,Wellness,⭐,None,Health,Stamina,Drink 3-4 liters of water daily.,Add electrolytes for hard days.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
796,Recovery: Ice Massage,Beg,None,Low,-,-,10 min,-,Recovery,⭐,None,Healing,Wellness,Use an ice cup to massage sore muscles.,5-10 minutes per area.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
738,Recovery: Massage,Adv,None,Low,-,-,30 min,-,Recovery,⭐⭐⭐⭐,None,Muscle,Health,Professional sports massage.,Focus on major muscle groups.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
739,Recovery: Meditation,Beg,None,Low,1,10 min,-,-,Mindset,⭐⭐,None,Focus,Calm,Seated meditation for focus.,Focus only on your breath.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Recovery,none,Basketball
876,Recovery: P-Compression,Adv,None,Low,-,-,30 min,-,Recovery,⭐⭐⭐⭐,None,Healing,Wellness,Use compression boots (Normatec style).,Flush the lactic acid.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
799,Recovery: Sauna (15m),Elite,None,Low,1,-,15 min,-,Recovery,⭐⭐⭐⭐⭐,None,Flush,Wellness,Post-workout sauna for circulation.,Rehydrate immediately after.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
711,Recovery: Sleep (8h),Beg,None,Low,-,-,8 hours,-,Recovery,⭐,None,Growth,Wellness,Get 8 hours of quality sleep nightly.,No screens 1 hour before bed.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Recovery,none,Basketball
945,Recovery: Sleep (9h),Adv,None,Low,-,-,9 hours,-,Recovery,⭐⭐⭐⭐,Drill 711,Growth,Wellness,"9 hours of dark, cool, quiet sleep.",Mandatory for elite CNS recovery.,https://www.youtube.com/watch?v=aySQTi4vyos&t=25500s,Recovery,none,Basketball
641,Recovery: Static St.,Beg,None,Low,1,10 min,-,-,Flexibility,⭐,None,Range,Wellness,Hold stretches for 30 seconds each.,Breathe into the stretch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26100s,Recovery,none,Basketball
879,Recovery: Swimming,Elite,Full Body,Low,1,20 min,-,-,Recovery,⭐⭐⭐⭐⭐,None,Flush,Wellness,Light laps in a pool.,Zero-impact recovery.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26000s,Recovery,none,Basketball
941,Recovery: Yoga (Hips),Int,Hips,Low,1,20 min,-,-,Flexibility,⭐⭐⭐,None,Range,Health,Targeted yoga for hip internal rotation.,Breath deep into the stretches.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26100s,Recovery,none,Basketball
713,Recovery: Yoga Flow,Int,Full Body,Low,1,20 min,-,-,Flexibility,⭐⭐⭐,None,Range,Health,Vinyasa flow for basketball mobility.,Focus on hips and ankles.,https://www.youtube.com/watch?v=aySQTi4vyos&t=26100s,Recovery,none,Basketball
240,Regular Drop Step,Beg,Quads/Glutes,Low,3,15,--,45s,Finishing,⭐,None,12/15 Made,14/15 Made,Standard post drop step move.,One power dribble; big step; finish.,🎥,Gym,Basketball,Basketball
54,Retreat Inside Out,Int,Hips/Shoulders,Med,3,10,60s,30s,Evasion,⭐⭐⭐,None,Separation,Baiting,Retreat dribble into inside-out,Sell retreat with eyes,(https://www.youtube.com/watch?v=aySQTi4vyos&t=25520s),Gym,Basketball,Basketball
451,Retreat-and-Attack,Int,Lungs/Quads,Med,4,12,60s,30s,Spacing,⭐⭐⭐,Drill 71,Distance,Score,"Dribble away from pressure, then drive [03:06:00].",Eyes look up during retreat.,https://www.youtube.com/watch?v=aySQTi4vyos&t=11160s,Gym,Basketball,Basketball
104,Reverse Layup (L),Int,Lat/Shoulders,Med,3,10,60s,45s,Security,⭐⭐⭐,Drill 90,Glass Hit,Consistency,Finish left side facing away.,Protect with inside shoulder.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3980s,Gym,Basketball,Basketball
103,Reverse Layup (R),Int,Lat/Shoulders,Med,3,10,60s,45s,Security,⭐⭐⭐,Drill 89,Glass Hit,Consistency,Finish on the opposite side of rim.,Use the backboard for shield.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3980s,Gym,Basketball,Basketball
91,Reverse Mikan,Int,Shoulders,Med,3,20,60s,30s,Coordination,⭐⭐⭐,Drill 89,70% Make,90% Make,Mikan drill performed facing away from rim.,Find the glass early.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3855s,Gym,Basketball,Basketball
302,Reverse Mikan,Beg,Shoulders,Low,3,20,--,30s,Touch,⭐,Mikan,16/20 Made,19/20 Made,Continuous reverse layups.,Keep ball high; use glass every time.,🎥,Gym,Basketball,Basketball
288,Reverse Pivot Face Up,Beg,Legs/Core,Low,3,15,--,45s,Footwork,⭐,None,Balance,Vision,Standard reverse pivot to face up.,Stay low; wide pivot.,🎥,Gym,Basketball,Basketball
366,Reverse Pivot Fake,Inter,Quads,Med,3,12,--,60s,Footwork,⭐⭐,Pivot,Deception,Read Space,"Fake the reverse pivot, drive front.",Weight shift; sell the foot move.,🎥,Gym,Basketball,Basketball
337,Reverse Pivot Jab,Inter,Quads,Med,3,12,--,60s,Footwork,⭐⭐,None,Read Space,Reaction,"Reverse pivot, jab, then drive.",Sharp movements; keep eyes up.,🎥,Gym,Basketball,Basketball
406,Reverse Pivot Jab-Drive,Inter,Quads,Med,3,12,--,60s,Agility,⭐⭐,Pivot,First Step,Explosion,"Reverse pivot, jab, then drive baseline.",Sharp jab; explode off the pivot.,🎥,Gym,Basketball,Basketball
381,Reverse Pivot Pull-up,Inter,Quads,Med,3,12,--,60s,Shooting,⭐⭐,Pivot,8/12 Made,11/12 Made,Reverse pivot from post into a jumper.,Stay low; square shoulders mid-air.,🎥,Gym,Basketball,Basketball
347,Reverse Pivot Shot,Inter,Shoulders,Med,3,12,--,60s,Scoring,⭐⭐,Pivot,8/12 Made,10/12 Made,Reverse pivot into a jumper.,Footwork precision; square in air.,🎥,Gym,Basketball,Basketball
8,Right Foot Pivot,Beg,Calves/Ankles,Low,2,20,60s,30s,Footwork Base,⭐,None,Firm Pivot,No Travel,"Keep right foot planted, move left [22:27].","Stay in a ""Triple Threat"" stance.",[22:27],Gym,Basketball,Basketball
1,Right Hand Pound,Beg,Forearms/Shoulders,Low,3,20,20s,30s,Ball Control,⭐,None,50 lbs,100 lbs,Hard stationary dribbles at waist height [02:35].,"Eyes up, chest out, palm doesn't carry.",[02:35],Gym,Basketball,Basketball
24,Right Side-Step,Int,Glutes/Hips,Med,3,10,45s,30s,Lat. Separation,⭐⭐⭐,Drill 22,Balance,Quickness,Side step off right foot into shot,Keep chest up during the step,(https://www.youtube.com/watch?v=aySQTi4vyos&t=428s),Gym,Basketball,Basketball
22,Right Step-Back,Int,Quads/Core,Med,3,12,60s,30s,Separation,⭐⭐⭐,Drill 2,Fluidity,Speed,Dribble and step back with right foot,Low stance throughout,(https://www.youtube.com/watch?v=aySQTi4vyos&t=417s),Gym,Basketball,Basketball
425,Rim Protection (Hedge),Adv,Quads,Max,4,8,--,90s,Defense,⭐⭐⭐,None,Speed,Recovery,Hedge a screen and recover to block.,Quick lateral feet; vertical jump.,🎥,Gym,Basketball,Basketball
379,Rim Protection IQ,Inter,Eyes/Feet,High,4,10,--,60s,Defense,⭐⭐,None,Rotation,No Easy Layup,Rotated from weakside to help at rim.,Slide early; maintain verticality.,🎥,Gym,Basketball,Basketball
358,Rim Run (Transition),Beg,Quads,Max,4,6,--,90s,Speed,⭐⭐,None,Beat Big,Easy Transition,Sprinted floor to the front of rim.,End-to-end sprint; look for ball.,🎥,Gym,Basketball,Basketball
108,Rim Run Sprint,Adv,Lungs,Extreme,3,5,90s,120s,Speed,⭐⭐⭐⭐,None,Track Time,Fast Break,Full court sprint to rim finish.,Sprint through the finish.,https://www.youtube.com/watch?v=aySQTi4vyos&t=4500s,Gym,Basketball,Basketball
301,Rip-Through Power Layup,Beg,Quads/Core,Med,3,12,--,45s,Strength,⭐⭐,None,10/12 Made,12/12 Made,Strong low rip to a 2-foot finish.,Ball below knees on rip; jump off two.,🎥,Gym,Basketball,Basketball
87,Rocker Step,Int,Core/Legs,Med,3,15,45s,30s,Deception,⭐⭐⭐,Drill 85,Balance,Shift Def,"Jab forward, pull back, then explode.",Sell the head fake.,https://www.youtube.com/watch?v=aySQTi4vyos&t=4015s,Gym,Basketball,Basketball
446,Rondo Fake,Adv,CNS/Wrist,High,3,8,60s,60s,Deception,⭐⭐⭐⭐⭐,Drill 144,Sell Fake,Score,Behind-back layup fake into layup [02:58:30].,Hand must cup the ball.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10710s,Gym,Basketball,Basketball
441,Same Foot/Same Hand,Adv,Calves/Core,High,4,10,60s,45s,Finishing,⭐⭐⭐⭐,None,Timing,Score,Jump and finish off same-side foot [02:51:30].,Catch defender off-balance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10290s,Gym,Basketball,Basketball
455,Scissors Handle (S),Int,Adductors,Med,4,30,30s,30s,Rhythm,⭐⭐⭐,Drill 84,No Fumbles,Speed,Switching feet while dribbling between [03:13:00].,Keep chest facing forward.,https://www.youtube.com/watch?v=aySQTi4vyos&t=11580s,Gym,Basketball,Basketball
445,Scoop Layup (L),Int,Wrist,Med,3,15,45s,30s,Finishing,⭐⭐⭐,None,Soft Touch,90% Make,Underhand scoop with left hand [02:57:00].,High arc on the square.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10620s,Gym,Basketball,Basketball
444,Scoop Layup (R),Int,Wrist,Med,3,15,45s,30s,Finishing,⭐⭐⭐,None,Soft Touch,90% Make,Underhand layup with long extension [02:56:30].,Flick the ball off the glass.,https://www.youtube.com/watch?v=aySQTi4vyos&t=10590s,Gym,Basketball,Basketball
420,Screen & Slip (Dunk),Inter,Quads,High,3,10,--,60s,Finishing,⭐⭐,None,Timing,Verticality,Slip the screen for an easy oop/dunk.,Sell the screen; quick sprint to rim.,🎥,Gym,Basketball,Basketball
378,Screen for Screen,Adv,Full Body,Max,3,8,--,90s,IQ,⭐⭐⭐,None,Complexity,Easy Shot,Set screen then get screened (Stagger).,Precision timing; read the defense.,🎥,Gym,Basketball,Basketball
176,Screen: Curl Cut,Int,Quads/Glutes,High,3,12,90s,60s,Finishing,⭐⭐⭐,None,Tight Turn,Score,Curl tight around screen to rim [00:48:00].,Shoulder-to-shoulder with screen.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2880s,Gym,Basketball,Basketball
177,Screen: Fade Cut,Int,Hamstrings,Med,3,12,90s,60s,Spreading Floor,⭐⭐⭐,None,Spacing,Accuracy,Pop out to the wing from a screen [00:48:30].,Square feet before the catch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2910s,Gym,Basketball,Basketball
175,Screen: Flare Cut,Int,Lungs/Quads,High,3,12,90s,60s,Off-Ball,⭐⭐⭐,None,Quick Catch,Consistency,Drift to the corner off a screen [00:48:10].,Fade away from the passer.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2890s,Gym,Basketball,Basketball
185,Screen: Over (Def),Int,Glutes/Hips,High,3,10,60s,60s,Defense,⭐⭐⭐,Drill 111,Thin Frame,Quickness,Fight over the top of a screen [04:55:00].,Get lead foot over the screen.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17700s,Gym,Basketball,Basketball
477,Screen: Pick & Pop,Int,Hips/Shoulder,Med,4,12,90s,60s,Tactical,⭐⭐⭐,None,Range,Accuracy,Screen and pop to 3pt line [05:12:00].,Turn hips to the ball fast.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18720s,Gym,Basketball,Basketball
478,Screen: Pick & Roll,Int,Quads/Hips,Med,4,12,90s,60s,Tactical,⭐⭐⭐,None,Hard Dive,Finishing,Screen and roll hard to rim [05:13:00].,Keep eyes on the passer.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18780s,Gym,Basketball,Basketball
178,Screen: Slip Drill,Adv,CNS/Eyes,High,4,10,60s,45s,Timing,⭐⭐⭐⭐,None,Anticipation,IQ,Fake the screen and dive to rim [05:10:00].,Quick burst after the contact fake.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18600s,Gym,Basketball,Basketball
186,Screen: Under (Def),Int,Glutes/Hips,Med,3,10,60s,45s,Defense,⭐⭐⭐,Drill 111,Gap Control,IQ,Go under screen to stop drive [04:56:00].,Stay low to slide through.,https://www.youtube.com/watch?v=aySQTi4vyos&t=17760s,Gym,Basketball,Basketball
324,Screening (Slip),Inter,Full Body,High,3,10,--,60s,IQ,⭐⭐,None,Timing,Easy Bucket,Fake screen and slip to the rim.,Sell the contact; sprint to space.,🎥,Gym,Basketball,Basketball
414,Seal & Spin (Baseline),Adv,Legs,Max,3,10,--,90s,Scoring,⭐⭐⭐,Spin Move,Quickness,Precision,"Seal man, then spin to the baseline.",Use defender's pressure to rotate.,🎥,Gym,Basketball,Basketball
297,Seal after Down Screen,Inter,Full Body,High,3,10,--,60s,IQ/Positioning,⭐⭐,None,Timing,Read Switch,Down screen for teammate then seal own man.,Turn immediately; wide base.,🎥,Gym,Basketball,Basketball
352,Seal for Cutter,Beg,Glutes,Med,3,10,--,45s,Team Play,⭐,None,Assist,Screening,Seal your man to free a cutter.,Use body to block the help lane.,🎥,Gym,Basketball,Basketball
145,Shammgod (L),Adv,CNS/Wrist,High,3,8,45s,45s,Deception,⭐⭐⭐⭐,Drill 1,Ball Grip,Smooth,Opposite of Drill 144 [02:16:30].,Reach out with off-hand.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8190s,Gym,Basketball,Basketball
144,Shammgod (R),Adv,CNS/Wrist,High,3,8,45s,45s,Deception,⭐⭐⭐⭐,Drill 1,Ball Grip,Smooth,"Toss ball out, pull back cross [02:16:00].","Keep the ""pull"" tight.",https://www.youtube.com/watch?v=aySQTi4vyos&t=8160s,Gym,Basketball,Basketball
320,Short Corner Jumper,Beg,Shoulders,Low,3,15,--,45s,Shooting,⭐,None,11/15 Made,14/15 Made,Catch and shoot from short corner.,Quick feet; square up; soft touch.,🎥,Gym,Basketball,Basketball
384,Short Corner Seal,Beg,Glutes,Med,4,10,--,45s,Position,⭐,None,Hold Position,Deep Catch,Seal defender in the short corner area.,Wide stance; bar defender with arm.,🎥,Gym,Basketball,Basketball
265,Short Roll Floater,Adv,Shoulders/Touch,High,3,10,--,90s,Finishing,⭐⭐⭐,Floater,5/10 Made,8/10 Made,Short roll into a one-dribble floater.,Soft touch; high arc; avoid blocks.,🎥,Gym,Basketball,Basketball
343,Short Roll Floater,Adv,Shoulders,High,3,10,--,90s,Touch,⭐⭐⭐,Floater,5/10 Made,8/10 Made,Roll off screen into a floater.,Soft touch; one-hand push shot.,🎥,Gym,Basketball,Basketball
263,Short Roll Jumper,Inter,Shoulders/Quads,Med,3,12,--,60s,IQ/Shooting,⭐⭐,Jump Shot,9/12 Made,11/12 Made,Short roll off ball screen into a jumper.,Square up to ball; catch/shoot.,🎥,Gym,Basketball,Basketball
479,Short Roll Read,Adv,CNS/Eyes,High,3,10,60s,60s,IQ,⭐⭐⭐⭐,Drill 478,Decision,Score,Roll to elbow and make read/shot [05:14:00].,Don't rush the catch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18840s,Gym,Basketball,Basketball
264,Short Roll Shot Fake Drive,Inter,Quads/Glutes,High,3,10,--,60s,IQ/Scoring,⭐⭐,Short Roll,Reaction,Finish,"Short roll, shot fake, then drive to rim.",Sell fake to jumping defender.,🎥,Gym,Basketball,Basketball
353,Shot Block (Wall),Beg,Shoulders,High,4,8,--,60s,Defense,⭐⭐,None,Verticality,No Foul,Jumping with hands straight up.,Don't reach; jump high and straight.,🎥,Gym,Basketball,Basketball
235,Shot Fake (Draw Foul),Inter,Core,High,3,10,--,60s,IQ/Scoring,⭐⭐,Shot Fake,Draw Contact,Convert And-1,"Dribble, shot fake, and jump into defender.",Realistic fake; sell the jump; seek contact.,🎥,Gym,Basketball,Basketball
237,Shot Fake Reverse Pivot,Inter,Legs/Core,Med,3,10,--,60s,Footwork,⭐⭐,Reverse Pivot,Balance,Fluidity,Shot fake followed by a reverse pivot.,Stay low; wide pivot; maintain vision.,🎥,Gym,Basketball,Basketball
238,Shot Fake Slight Fade,Adv,Quads/Shoulders,High,3,10,--,90s,Scoring,⭐⭐⭐,Fadeaway,6/10 Made,8/10 Made,Shot fake into a slight fadeaway jumper.,Land on two feet; fade away from defense.,🎥,Gym,Basketball,Basketball
236,Shot Fake Step Through,Inter,Quads/Glutes,Med,3,12,--,60s,Scoring,⭐⭐,Up and Under,Foot Speed,Precision,"Dribble, shot fake, and step through to finish.",Low step; keep pivot foot planted.,🎥,Gym,Basketball,Basketball
1207,Shot: 1-Dribble Logo,Elite,Core/Legs,Extreme,3,8,-,120s,Power,⭐⭐⭐⭐⭐,Drill 1201,Distance,Score,"Catch deep, one hard dribble into logo shot.",Use the dribble to generate lift.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
1265,Shot: 1-Dribble Pull,Int,Wrist/Core,Med,4,15,-,45s,Rhythm,⭐⭐⭐,None,Balance,90% Make,Hard one-dribble pull-up jumper.,Dribble hard to generate upward force.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
746,Shot: 1-Dribble Side,Int,Quads/Core,Med,4,12,-,45s,Separation,⭐⭐⭐,Drill 652,Balance,Score,One dribble to the side into a pull-up jumper.,"Land on balance, shoulders square.",https://www.youtube.com/watch?v=aySQTi4vyos&t=14310s,Gym,Basketball,Basketball
539,Shot: 10 in a Row,Elite,CNS,Extreme,-,10,-,-,Pressure,⭐⭐⭐⭐⭐,None,Success,Mastery,Make 10 free throws in a row.,Perfect routine.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
540,Shot: 100 Makes,Elite,Lungs/Shoulder,Extreme,-,100,-,-,Stamina,⭐⭐⭐⭐⭐,None,Endurance,Mastery,Make 100 total shots (anywhere).,Stay focused until 100.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
747,Shot: 2-Dribble Hesi,Adv,Lungs/Core,High,3,10,-,60s,Pace,⭐⭐⭐⭐,Drill 560,Sell Fake,Score,"Two hard dribbles, hesitation, then jumper.",Eyes to the rim on the hesitation.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8940s,Gym,Basketball,Basketball
916,Shot: 3pt Dash (25),Elite,Lungs/Shoulder,Extreme,1,25,120s,-,Stamina,⭐⭐⭐⭐⭐,Drill 648,18 Makes,22 Makes,"Sprint baseline to baseline, shooting a 3 each way.",Maintain shooting form.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
572,Shot: 3pt Fade (L),Adv,Core/Shoulder,High,3,10,-,60s,Difficulty,⭐⭐⭐⭐,Drill 205,Balance,Score,3pt shot fading toward the left [00:45:45].,Control the drift.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2745s,Gym,Basketball,Basketball
571,Shot: 3pt Fade (R),Adv,Core/Shoulder,High,3,10,-,60s,Difficulty,⭐⭐⭐⭐,Drill 205,Balance,Score,3pt shot fading toward the right [00:45:30].,Keep shoulders square.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2730s,Gym,Basketball,Basketball
973,Shot: 3pt Rapid Fire,Adv,Shoulders/Lungs,High,2,50,-,120s,Stamina,⭐⭐⭐⭐,Drill 720,Success,80% Make,Take 50 3s as fast as the balls are caught.,No downtime between shots.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
816,Shot: 3pt Streak (10),Elite,CNS/Mindset,Extreme,1,-,-,-,Consistency,⭐⭐⭐⭐⭐,Drill 207,Success,10 Makes,Make 10 consecutive 3pt shots.,Reset the count on any miss.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
538,Shot: Around World,Int,Shoulders,Med,2,5,-,60s,Consistency,⭐⭐⭐,None,No Miss,Score,Make shots from 5 spots around.,Focus on same form.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13200s,Gym,Basketball,Basketball
862,Shot: Around World 3,Adv,Shoulders/Lungs,High,3,15,-,60s,Consistency,⭐⭐⭐⭐,Drill 207,10 Makes,Elite,Make 3 shots from each of 5 spots.,Don't leave a spot until 3 makes.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
1061,Shot: Baseline Drift,Adv,Core/Hips,High,4,12,-,60s,Spacing,⭐⭐⭐⭐,None,Feet Set,Score,Drift to the corner as the ball drives baseline.,Prepare your hands for the catch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14000s,Gym,Basketball,Basketball
1121,Shot: Baseline Drift,Adv,Core/Hips,High,4,12,-,60s,Spacing,⭐⭐⭐⭐,None,Feet Set,Score,Drift to the corner as the ball drives baseline.,Prepare your hands for the catch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14000s,Gym,Basketball,Basketball
917,Shot: Blind FT,Elite,CNS,Extreme,2,10,-,120s,Feel,⭐⭐⭐⭐⭐,Drill 680,8/10,Mastery,Shoot free throws with eyes closed.,Trust your muscle memory.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
1063,Shot: Catch & Rip (L),Int,Wrist/Core,Med,3,15,-,45s,Aggression,⭐⭐⭐,None,Snap,Score,"Catch, rip the ball low, and drive (Left).","The ""rip"" should be below the knees.",https://www.youtube.com/watch?v=aySQTi4vyos&t=8940s,Gym,Basketball,Basketball
1123,Shot: Catch & Rip (L),Int,Wrist/Core,Med,3,15,-,45s,Aggression,⭐⭐⭐,None,Snap,Score,"Catch, rip the ball low, and drive (Left).","The ""rip"" should be below the knees.",https://www.youtube.com/watch?v=aySQTi4vyos&t=8940s,Gym,Basketball,Basketball
1064,Shot: Catch & Rip (R),Int,Wrist/Core,Med,3,15,-,45s,Aggression,⭐⭐⭐,None,Snap,Score,"Catch, rip the ball low, and drive (Right).",Step across the defender's frame.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8940s,Gym,Basketball,Basketball
1124,Shot: Catch & Rip (R),Int,Wrist/Core,Med,3,15,-,45s,Aggression,⭐⭐⭐,None,Snap,Score,"Catch, rip the ball low, and drive (Right).",Step across the defender's frame.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8940s,Gym,Basketball,Basketball
720,Shot: Catch-Shoot 80,Adv,Shoulders,High,1,-,-,-,Consistency,⭐⭐⭐⭐,Drill 67,Success,80% Make,Make 80% of 50 catch-and-shoot 3s.,Keep your feet consistent.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
863,Shot: Catch-Turn 3,Adv,Core/Shoulders,High,3,10,-,60s,Speed,⭐⭐⭐⭐,None,Feet Set,Score,"Catch with back to rim, turn, and shoot.",Pivot toward your shooting hand.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
920,Shot: Corner 3 (100),Adv,Shoulders,High,1,100,-,-,Consistency,⭐⭐⭐⭐,Drill 649,Success,85% Make,Make 100 corner 3s in one sitting.,Stay in a rhythm.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2700s,Gym,Basketball,Basketball
1264,Shot: Corner Lift J,Adv,Lungs/Legs,High,4,12,-,60s,Spacing,⭐⭐⭐⭐,Drill 1205,Timing,Score,Lift from corner to wing for a jumper.,Ready on the catch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14000s,Gym,Basketball,Basketball
525,Shot: Corner to Wing,Int,Lungs,High,3,15,-,60s,Condition,⭐⭐⭐,None,60% Make,80% Make,Sprint corner to wing for 3s.,Square in the air.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2700s,Gym,Basketball,Basketball
575,Shot: Deep Post Jumper,Adv,Shoulders,High,3,15,-,45s,Range,⭐⭐⭐⭐,Drill 170,Touch,75% Make,Jump shot from the deep post/short corner [04:16:30].,High release.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15390s,Gym,Basketball,Basketball
1205,Shot: Drift-Lift Combo,Adv,Lungs/IQ,High,3,10,-,90s,Spacing,⭐⭐⭐⭐,Drill 1195,Timing,IQ,"Drift to corner, then immediately lift to wing.",Simulates reacting to a driver re-routing.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14000s,Gym,Basketball,Basketball
679,Shot: Elbow-to-Elbow,Int,Lungs/Shoulder,Med,4,20,90s,45s,Rhythm,⭐⭐⭐,Drill 11,12 Makes,16 Makes,Sprint between elbows for jumpers.,Square up before you catch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2640s,Gym,Basketball,Basketball
975,Shot: Fadeaway (L),Adv,Core/Shoulder,High,3,12,-,60s,Separation,⭐⭐⭐⭐,Drill 774,Balance,Score,Turnaround fadeaway over left shoulder.,High extension on the release.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15420s,Gym,Basketball,Basketball
